6.965186919074646994e+02,6.425258465731095612e+02,6.067476724216742241e+02,5.793658523839844747e+02,5.584799197049467239e+02,5.585027312193847138e+02,5.888721190883012468e+02,6.303899213392908223e+02,6.929910273728100947e+02,7.349547263935628507e+02,8.003143505783638147e+02,8.684902623030721998e+02,9.465805405996161426e+02,9.817122896300134016e+02,1.006970148206530439e+03,1.018004565088323147e+03,1.023712477062048038e+03,1.022715908331132823e+03,1.054452593741474629e+03,1.044379631287368056e+03,9.840536663414638952e+02,9.436410464054597469e+02,8.900062475415587642e+02,8.007312334865307548e+02,7.077560877699961566e+02,6.472396081812208877e+02,6.058181796731118993e+02,5.741005625775667340e+02,5.533151535769591192e+02,5.620850397936172840e+02,5.999249653484087048e+02,6.542560227746726014e+02,7.169608177947786771e+02,7.680864551607517114e+02,8.175038471790918493e+02,8.849470713380910638e+02,9.369473275410723545e+02,9.646290540724476159e+02,9.779784248753654765e+02,9.923011637439702781e+02,9.944764605483089781e+02,1.000515564289824624e+03,1.018120095179904979e+03,9.932811477258758259e+02,9.606751629608170333e+02,8.984399348455041263e+02,8.553039575815267881e+02,7.859863973335973242e+02
2.990661347709830352e+03,2.773228901203755868e+03,2.639866341862362788e+03,2.500544617435343753e+03,2.364308966976266220e+03,2.333387494763841914e+03,2.376718111900346230e+03,2.448881456076853283e+03,2.589597190851715823e+03,2.750559102340113441e+03,2.997244475150936523e+03,3.274053407628792229e+03,3.557261289883762856e+03,3.756688313423384898e+03,3.939606092679884568e+03,4.074131245242408113e+03,4.201806416880004690e+03,4.267807421117838203e+03,4.335057957288778198e+03,4.261750347915060047e+03,4.052931475360441254e+03,3.841938325665269986e+03,3.599139371572548953e+03,3.311399149348911578e+03,3.007877894014096910e+03,2.779817630419561738e+03,2.638027131567991091e+03,2.482585878434973893e+03,2.381520382434455314e+03,2.344245898333835612e+03,2.399163397496911784e+03,2.515242798168833360e+03,2.686016682398068497e+03,2.872580009849916678e+03,3.078688530417539823e+03,3.336451047435061810e+03,3.562873994272968048e+03,3.749705125710700941e+03,3.876622905091362554e+03,4.003571333423459691e+03,4.104458766298327646e+03,4.179606724916520761e+03,4.211173181711375946e+03,4.109397794274305852e+03,3.969647492840217637e+03,3.722310032933188268e+03,3.548758352482968348e+03,3.295847962270274820e+03
1.536490293442211851e+03,1.472918353104288144e+03,1.426444430535810170e+03,1.345349872168362026e+03,1.222869198259022824e+03,1.143316625970559016e+03,1.100943744335640758e+03,1.071074511376694090e+03,1.074730781396188831e+03,1.086948759726208436e+03,1.133017845228485385e+03,1.203992147223761094e+03,1.302043227708332324e+03,1.376448161510843647e+03,1.448604531266658114e+03,1.537954042577978498e+03,1.631757628274311173e+03,1.707137848086495978e+03,1.763359096374781075e+03,1.801461203291543825e+03,1.818440882809060440e+03,1.826010527051416830e+03,1.810714779921936952e+03,1.746074885240237791e+03,1.659025864692454434e+03,1.581910032860092315e+03,1.512280188148900606e+03,1.401763299806970736e+03,1.295562148015151934e+03,1.184560576539039175e+03,1.131305425293119924e+03,1.103336847401949399e+03,1.103942794612737316e+03,1.117220049113404002e+03,1.155439973324261018e+03,1.233932466774896284e+03,1.326392092981584483e+03,1.403012016300057894e+03,1.481294144280682303e+03,1.576227181803470103e+03,1.666309114781617154e+03,1.761281737451739218e+03,1.815329616441906865e+03,1.848408845532072064e+03,1.888477459063429251e+03,1.879669689144796621e+03,1.878164851813195810e+03,1.809141129486359205e+03
5.618332401554092939e+03,5.500519594328734456e+03,5.364841776176004714e+03,5.103482004522089483e+03,4.692466469619585041e+03,4.439267938719073754e+03,4.276539902592465296e+03,4.125159436758094671e+03,4.090690448921178813e+03,4.085713090455991278e+03,4.146782613842561659e+03,4.353278889103514302e+03,4.696174464270011413e+03,4.995317182680277256e+03,5.240328556661735092e+03,5.560695335597660232e+03,5.865716637077136511e+03,6.128185881186929691e+03,6.237873638449155806e+03,6.296219383300968730e+03,6.354999627683423569e+03,6.380193427817928750e+03,6.400876267697158255e+03,6.229294509880272017e+03,6.064105232553241876e+03,5.866516138461840455e+03,5.661068189684319805e+03,5.301688606035195335e+03,4.927439695201339418e+03,4.560102335334158852e+03,4.357620590785517379e+03,4.171041049242074223e+03,4.113860508253469561e+03,4.115051965217880024e+03,4.166834171561004950e+03,4.436523934312175697e+03,4.738131359977300235e+03,4.995203758215000562e+03,5.329513242133652966e+03,5.675894464001064080e+03,5.966377437486329654e+03,6.246621748520132314e+03,6.414816882529998111e+03,6.463486667291956110e+03,6.598937434735821626e+03,6.517891815991823023e+03,6.508587872964711096e+03,6.376320623661184072e+03
4.051735853049765865e+03,3.830251037184673805e+03,3.650914613243605345e+03,3.422767226109560397e+03,3.010448734248867368e+03,2.730336280479153174e+03,2.553124139930324418e+03,2.348342479008351802e+03,2.277926732805260599e+03,2.268182414945682467e+03,2.330922342726314582e+03,2.465409146743936162e+03,2.632243345138002951e+03,2.809223962349028170e+03,3.034557408999967265e+03,3.339552378943362783e+03,3.581052291834197604e+03,3.783359615515912992e+03,3.970465152122978907e+03,4.048523705658704785e+03,4.180486991620624394e+03,4.270996864610132434e+03,4.262562971940316856e+03,4.181438532648128785e+03,4.002287707136953486e+03,3.758437324736350547e+03,3.561860228081550304e+03,3.281928126310559946e+03,2.949294652563527961e+03,2.646188198515795193e+03,2.501152024841413095e+03,2.318183137478039498e+03,2.240385352576754940e+03,2.257051610288984193e+03,2.343767275086285736e+03,2.472403580540401890e+03,2.619044447164776102e+03,2.817210560792173055e+03,3.027868596456478372e+03,3.280062524921816930e+03,3.514798704790454849e+03,3.654848188973110155e+03,3.810726483507007288e+03,3.867889898569763318e+03,4.012633251317969552e+03,4.066312941730593593e+03,4.102220432511263425e+03,4.037512335178175817e+03
5.484435166961917275e+03,5.502221321830295892e+03,5.556083590316850859e+03,5.701112224453844647e+03,6.052191789875222639e+03,6.590255920102405980e+03,7.283421671940075612e+03,7.881123156835842565e+03,8.184042301778958972e+03,8.159155219035525988e+03,8.051193364593449587e+03,7.838815927554897826e+03,7.750994337440754862e+03,7.692241146515361834e+03,7.602215214741339878e+03,7.400400283124165071e+03,7.240661846548198810e+03,7.161240027341606947e+03,6.868704089352793744e+03,6.432878693712451422e+03,6.028478065004728705e+03,5.617628632725743955e+03,5.386340959697500693e+03,5.366363268967443219e+03,5.396990446235377021e+03,5.447554379810590035e+03,5.602973411937029596e+03,5.755507084393409968e+03,6.154277885106227586e+03,6.704827235458054020e+03,7.420333620845751284e+03,8.001773329150149948e+03,8.185964007778063205e+03,8.156436575046480357e+03,7.953628719546709362e+03,7.743118540988499262e+03,7.624466082843109689e+03,7.540155270911958723e+03,7.400489185098326743e+03,7.226669716814465573e+03,7.151648402245522448e+03,7.075026448382330273e+03,6.917340850322515507e+03,6.447305113398332651e+03,6.038642502270408841e+03,5.713584279818470350e+03,5.557899982515978991e+03,5.511046314532501128e+03
5.159866020798188401e+04,4.971988154776653391e+04,4.804111724683034845e+04,4.575989221262148931e+04,4.154340718687610206e+04,3.860586566172805760e+04,3.677018329557368997e+04,3.472911587140733900e+04,3.394584312298290752e+04,3.398904191269214061e+04,3.449685620142004336e+04,3.558467942383296759e+04,3.732048920557969541e+04,3.898981825830808521e+04,4.090387788930875104e+04,4.402007380256319448e+04,4.663459377953597868e+04,4.878670112354446610e+04,5.032244447137937823e+04,5.116462346125955810e+04,5.240933968724650913e+04,5.299436071298547904e+04,5.287368999070567952e+04,5.253427428334447177e+04,5.120648864483031502e+04,4.917733727806382376e+04,4.741227469390897022e+04,4.461891155660741060e+04,4.127649854122215038e+04,3.797553000383399922e+04,3.623345511736867047e+04,3.427567797728942242e+04,3.348944874466538749e+04,3.375583349909292156e+04,3.449549363576322503e+04,3.567706332644294162e+04,3.728344095267383091e+04,3.923196385688942974e+04,4.132064674890186870e+04,4.391333377504839154e+04,4.633367322315929778e+04,4.814288295012830349e+04,4.971869133200431679e+04,5.044188332171140064e+04,5.164893734650695114e+04,5.212618129312167002e+04,5.234680757941295451e+04,5.179976649277585238e+04
3.146068626691821555e+04,2.951891971283496241e+04,2.831166424321492377e+04,2.721502221670232393e+04,2.614837936113013347e+04,2.530467946563591977e+04,2.465635058840758211e+04,2.492474937453936218e+04,2.671610170144981021e+04,2.942575375053498283e+04,3.273395132147155527e+04,3.521420260048946511e+04,3.761781556649679987e+04,3.908541427584857593e+04,4.061489907809198485e+04,4.171748329819213541e+04,4.278953785057722416e+04,4.298799019443904399e+04,4.402597505407151766e+04,4.404313412516382959e+04,4.156656306223530555e+04,3.864914193129021442e+04,3.583775904056404397e+04,3.374899671342309011e+04,3.151231186875572530e+04,2.977574587048469402e+04,2.873453835209197496e+04,2.744167542044936272e+04,2.670826286426299339e+04,2.574056292823660260e+04,2.497679138331684226e+04,2.557636152275763015e+04,2.718369916997220207e+04,3.014016285288943982e+04,3.311572491728318710e+04,3.531958722097679129e+04,3.747942855499553843e+04,3.933473821995513572e+04,4.044230948006150720e+04,4.134772299285596091e+04,4.193902480696201383e+04,4.234627272387124685e+04,4.310129218205212237e+04,4.309742986056538939e+04,4.119161850776363281e+04,3.860049358026376285e+04,3.642596045503024652e+04,3.426522831530136318e+04
3.647196470857531676e+04,3.453262190656600433e+04,3.333278299890297058e+04,3.199517481264357048e+04,3.061871763420185744e+04,3.014437997370648009e+04,3.025265501743341520e+04,3.064979030992577827e+04,3.174739256583666429e+04,3.316726274029979686e+04,3.532522327692877298e+04,3.775628737445260049e+04,4.045433975214953534e+04,4.228690483918991958e+04,4.390006997599044553e+04,4.526419737133695162e+04,4.664447156475896190e+04,4.743700079714661115e+04,4.787369692467224377e+04,4.717950111418071901e+04,4.546457099487559753e+04,4.377248786011782067e+04,4.172324316779947549e+04,3.934309083839025698e+04,3.670268583982063137e+04,3.470677167730691872e+04,3.342981053225139476e+04,3.193125180135895789e+04,3.094743629706692445e+04,3.031740343259314250e+04,3.043716485725551684e+04,3.124021777249357910e+04,3.277286594490801508e+04,3.441487658746328816e+04,3.620501768810906651e+04,3.850482444474932709e+04,4.077185224971374555e+04,4.259235731392529124e+04,4.374666713443720073e+04,4.502767977870585310e+04,4.611731852631195216e+04,4.710004680983215803e+04,4.723219558254121512e+04,4.627786454667822545e+04,4.511768438752946531e+04,4.321497370857038186e+04,4.182995868129865266e+04,3.956401066663714300e+04
4.765233685621417408e+02,4.681492221310816717e+02,4.621096517655939806e+02,4.510979720723378819e+02,4.346761257951458219e+02,4.239347919264321831e+02,4.173088999270380555e+02,4.124702261809183597e+02,4.122448053262020267e+02,4.142520251517315728e+02,4.196922935779230102e+02,4.283091198812136895e+02,4.397668431762525074e+02,4.497743526375991223e+02,4.604835201107118223e+02,4.730604931366442543e+02,4.862064446335920707e+02,4.969694676404229199e+02,5.054805867312448981e+02,5.108681408579756180e+02,5.132498677554331152e+02,5.133182033987116029e+02,5.109789522280622691e+02,5.031082496312965304e+02,4.923994506323567180e+02,4.825084293619429445e+02,4.736317674732132446e+02,4.589345885947944339e+02,4.449499258160200839e+02,4.296264609190063197e+02,4.210560996694179607e+02,4.161608096860043133e+02,4.156094436116535462e+02,4.178841974152044259e+02,4.227608217199107798e+02,4.318876898788141148e+02,4.431131605919791809e+02,4.536415040820668878e+02,4.651248008067809678e+02,4.780500029033669307e+02,4.905520537816436217e+02,5.031990541587781536e+02,5.114645969353526880e+02,5.164701685378815910e+02,5.213122772510076857e+02,5.196383294345649801e+02,5.193101081382103530e+02,5.108143504787780103e+02
